row_id,id,subject,cached_question_tag_list
4223,1222071,"Does anyone know what this Efile rejection reason means: IND-021 - If 'PINTypeCode' in the Return Header has the value ""Self-Select On-Line"" and 'PrimarySignature' has a value, then 'PrimaryDateOfBirth' must have a value.",electronic filing
4225,1450168,"I still have not received an answer on how to remove the ""make work credit"" from my tt return.  I notice many others have asked same and no answer.  we have to pay taxes on past employer's provided life insurance.  reported to us on w-2 as line 7 income",credits
4226,1147834,the turbo tax will not print,print
4228,1407421,"I received the proceeds of my sister's pension plan upon her death. When the pension plan was dispersed, federal taxes were automatically deducted and withheld. When I entered this into a 1099-R form on Turbo Tax, it says I owe an additional 2,000. Why?",retirement
4229,1497533,whats the cash dollar amount i can claim  on  odd jobs i have recieved cash for? schedule C. per job.,self-employment (schedule c)
4230,1266622,WHY CAN'T I PRINT?,print
4232,1286846,I filed my taxes on feb 5 and it has been one week and the irs refund link has no record,electronic filing
4233,1392831,Why am I being charged a seperate filing fee for each of the three states I lived in?!,electronic filing
4236,1414592,"Where is my refund, the irs automated system says they have no info",electronic filing
4237,1472449,"Can I deduct the loan origination fee for a residential rental property I purchased in 2010? And if so, where?",investments
4238,1475265,"my daughter lives with us, she gets ssda, can I claim her",dependents
4239,1149889,Why is is the gross distribution from the pension that was rolled over into a 457 count as income?,retirement
4240,1413569,"I financed a car in June 2011, and started using immed. Do I depreciate car or add up monthly payments?How about taxes, and interest?",self-employment (schedule c)
4242,1455299,I inherited my deseaced husband's pension funds in 2007 why do you want to know how old he would be in 2010?,retirement
4246,1355973,The EIC on this return does not match the booklet,electronic filing
4248,1270730,"I rolled over traditional IRA to Roth. my IRA contribution is after tax. However, 1099-R 2a(taxable amount) is same as total districution. what should I do?",retirement
4252,1277389,Is there a ruling that tells us it's illegal to file single with a married status,dependents
4256,1813456,"My federal return got rejected because the IRS says someone is claiming me as a dependednt. THis is not true, how do I contact the IRS?",irs
4257,1493968,Is 6 credit hours in a semester considered a Full Time college student?,education expenses
4258,1364176,how do i know if I have to file my SSA-1099,retirement
4260,1188050,Entering prior depreciation on home/rental sold (previously home office),business
4262,1487827,Filing Extention form 4868,dependents
4263,1906132,import quickbooks online into turbo tax,business
4264,1263316,how did your software allow me to file head of household even though i am married?,print
4265,1221076,Delay in Turbo Tax,electronic filing
4266,1823188,Gainskeeper is calculating the wrong number of initial shares and initial purchase amount - why can't it be corrected?,investments
4267,1497556,"I take care of my disabled cousin, can I claim her on my taxes?",dependents
4274,1492957,"""For ""what-if"" purposes, I want use TurboTax to see my tax impact if I convert some of my an IRA assets to Roth IRA. What would my 1099-r look like if I converted to a Roth?""",retirement
4275,1465310,Form 8839 is available on IRS website. What the hell is wrong with Turbotax delaying this another week. COME ON!!!!!!,print
4277,1190113,why did my dd change to a mailed check?,electronic filing
4281,1397221,How can I elect on form 8606 line 1 to treat my deductible contribution as non-deductible?,retirement
4283,1170662,Spouse's name or social security number has already been used,electronic filing
4285,1469927,file exemption for parent that i support,dependents
4286,1751527,"i received a letter from the irs stating that my life insurance company reported taxable retirement income that i didnt file on last years taxes. now ive been audited and asked to pay 2,340 in their adjustment. what can i do?",irs
4287,1441000,Non-(US)Resident + Resident Joint Bank Account; Is the Resident Liable for Interest Income?,investments
4288,1438953,filing for 2012,electronic filing
4290,1373676,can not correct anything on error page,electronic filing
4291,1487085,Head of Household,dependents
4295,1255918,No continue button,electronic filing
4296,1886958,Child tax credit wrong,irs
4298,1457391,How do I take a credit/deduction/business loss for using $20K of my own money to payoff business credit cards that were killing me in interest charges?,self-employment (schedule c)
4299,1475567,"This page says ""includes free e-file"" but it is charging me $39.95 for the state returns. How can I get those free",electronic filing
4300,1389553,FORM NOT FINAL DO NOT FILE,print
4302,1715442,"I won gambling money, I file married filed jointly, can I subtract my husbands losses as well as mine?",credits
4304,1370610,on the irs website it showed that the irs is supposed to deposit the miney into my account today 1/26,electronic filing
4305,1782516,I have used Turbo tax business the last 10 years.,business
4306,1464052,"my fed return got rejected b/c my parents claimed me, how do I change to refile?",dependents
4310,1841399,IRS could not identify me i think because I divorced last year,irs
4312,1363962,On schedule c it's asking for a housing allowance.  I'm a real estate agent what do I put here?,self-employment (schedule c)
4313,1310458,I can't print. why not,dependents
4319,1249790,why is 8606 not generated,retirement
4321,1502794,I realized that we don't use our car for business on a 1099-Misc. How do I stop turbotax asking me about it?,self-employment (schedule c)
4323,1507223,"Can I claim my mother as a dependent if she lives with me, doesn't work and only recieves SS benefits?",dependents
4332,1585558,"I am self-employed, but did not have income in 2012.  Do I need to file a schedule C if I do not have any income to report?",self-employment (schedule c)
4337,1499857,"We have a German exchange student this year and have been told we can receive a $50 per month tax deduction or credit for this, where will I find the place to enter that information?  thanks",credits
4340,1725256,I filed electronically on 2/15.  Both Fed and State are still pending as of today 2/25.  I sw IRS they show never rec'd and recomment I sw TT.  I do have the electronic postmark-certification of electronic filing.  What do I do now,electronic filing
4352,1698092,My 2012 tax return has been completed and submitted. Kindly email to me the copies so that I can print it from here. Thank you.,print
4355,1693282,F1040-210 ERROR.   HOW DO I UNCHECK BOX 53C?,electronic filing
4363,1700877,i need to print a copy of my federal return; i already filed it so now how to I print a copy for my records?,print
4365,1424408,my state is listed as a free state file but is still charging me,electronic filing
4366,1677874,HOW IS AN ETF REPORTED?,investments
4373,1656417,"tt said that the irs accepted my taxes on the 28th, but i talked to the irs and they said they didnt start processing it until the 30, its still in the processing status, is anybody else having this problem, and im not able to order my transcript either",electronic filing
4380,1691567,How do I enter my Rental property sale loss,credits
4381,1744048,Got Federal refund but state of NJ wants additional info. Why? Did turbotax send wrong info?,irs
4382,1758400,529 distribution being taxed,education expenses
4386,1727237,"I was ""accepted"" according to TurboTax on February 14th....",credits
